Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333::5555:6666:1.2.3.4")`"IPV6 ::2222:3333::5555:6666:1.2.3.4 should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444::6666:1.2.3.4")`"IPV6 ::2222:3333:4444::6666:1.2.3.4 should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555::1.2.3.4")`"IPV6 ::2222:3333:4444:5555::1.2.3.4 should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333::5555:6666:1.2.3.4")`"IPV6 1111::3333::5555:6666:1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444::6666:1.2.3.4")`"IPV6 1111::3333:4444::6666:1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444:5555::1.2.3.4")`"IPV6 1111::3333:4444:5555::1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444::6666:1.2.3.4")`"IPV6 1111:2222::4444::6666:1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444:5555::1.2.3.4")`"IPV6 1111:2222::4444:5555::1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::5555::1.2.3.4")`"IPV6 1111:2222:3333::5555::1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555:6666:7777::")`"IPV6 :1111:2222:3333:4444:5555:6666:7777:: should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555:6666::")`"IPV6 :1111:2222:3333:4444:5555:6666:: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555::")`"IPV6 :1111:2222:3333:4444:5555:: should be invalid");" is 127.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555:6666::8888")`"IPV6 :1111:2222:3333:4444:5555:6666::8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555::8888")`"IPV6 :1111:2222:3333:4444:5555::8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444::8888")`"IPV6 :1111:2222:3333:4444::8888 should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555::7777:8888")`"IPV6 :1111:2222:3333:4444:5555::7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444::7777:8888")`"IPV6 :1111:2222:3333:4444::7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333::7777:8888")`"IPV6 :1111:2222:3333::7777:8888 should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444::6666:7777:8888")`"IPV6 :1111:2222:3333:4444::6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333::6666:7777:8888")`"IPV6 :1111:2222:3333::6666:7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222::6666:7777:8888")`"IPV6 :1111:2222::6666:7777:8888 should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333::5555:6666:7777:8888")`"IPV6 :1111:2222:3333::5555:6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222::5555:6666:7777:8888")`"IPV6 :1111:2222::5555:6666:7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111::5555:6666:7777:8888")`"IPV6 :1111::5555:6666:7777:8888 should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222::4444:5555:6666:7777:8888")`"IPV6 :1111:2222::4444:5555:6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111::4444:5555:6666:7777:8888")`"IPV6 :1111::4444:5555:6666:7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":::4444:5555:6666:7777:8888")`"IPV6 :::4444:5555:6666:7777:8888 should be invalid");" is 127.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111::3333:4444:5555:6666:7777:8888")`"IPV6 :1111::3333:4444:5555:6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":::3333:4444:5555:6666:7777:8888")`"IPV6 :::3333:4444:5555:6666:7777:8888 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":::2222:3333:4444:5555:6666:7777:8888")`"IPV6 :::2222:3333:4444:5555:6666:7777:8888 should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555:6666:1.2.3.4")`"IPV6 :1111:2222:3333:4444:5555:6666:1.2.3.4 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555::1.2.3.4")`"IPV6 :1111:2222:3333:4444:5555::1.2.3.4 should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444::1.2.3.4")`"IPV6 :1111:2222:3333:4444::1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333::1.2.3.4")`"IPV6 :1111:2222:3333::1.2.3.4 should be invalid");" is 121.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444::6666:1.2.3.4")`"IPV6 :1111:2222:3333:4444::6666:1.2.3.4 should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333::6666:1.2.3.4")`"IPV6 :1111:2222:3333::6666:1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222::6666:1.2.3.4")`"IPV6 :1111:2222::6666:1.2.3.4 should be invalid");" is 121.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333::5555:6666:1.2.3.4")`"IPV6 :1111:2222:3333::5555:6666:1.2.3.4 should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222::5555:6666:1.2.3.4")`"IPV6 :1111:2222::5555:6666:1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111::5555:6666:1.2.3.4")`"IPV6 :1111::5555:6666:1.2.3.4 should be invalid");" is 121.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222::4444:5555:6666:1.2.3.4")`"IPV6 :1111:2222::4444:5555:6666:1.2.3.4 should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111::4444:5555:6666:1.2.3.4")`"IPV6 :1111::4444:5555:6666:1.2.3.4 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":::4444:5555:6666:1.2.3.4")`"IPV6 :::4444:5555:6666:1.2.3.4 should be invalid");" is 123.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111::3333:4444:5555:6666:1.2.3.4")`"IPV6 :1111::3333:4444:5555:6666:1.2.3.4 should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":::2222:3333:4444:5555:6666:1.2.3.4")`"IPV6 :::2222:3333:4444:5555:6666:1.2.3.4 should be invalid");" is 143.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:::")`"IPV6 1111:2222:3333:4444:5555:6666:7777::: should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:::")`"IPV6 1111:2222:3333:4444:5555:6666::: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:::")`"IPV6 1111:2222:3333:4444:5555::: should be invalid");" is 127.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666::8888:")`"IPV6 1111:2222:3333:4444:5555:6666::8888: should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555::8888:")`"IPV6 1111:2222:3333:4444:5555::8888: should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444::8888:")`"IPV6 1111:2222:3333:4444::8888: should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555::7777:8888:")`"IPV6 1111:2222:3333:4444:5555::7777:8888: should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444::7777:8888:")`"IPV6 1111:2222:3333:4444::7777:8888: should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::7777:8888:")`"IPV6 1111:2222:3333::7777:8888: should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444::6666:7777:8888:")`"IPV6 1111:2222:3333:4444::6666:7777:8888: should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::6666:7777:8888:")`"IPV6 1111:2222:3333::6666:7777:8888: should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::6666:7777:8888:")`"IPV6 1111:2222::6666:7777:8888: should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::5555:6666:7777:8888:")`"IPV6 1111:2222:3333::5555:6666:7777:8888: should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::5555:6666:7777:8888:")`"IPV6 1111:2222::5555:6666:7777:8888: should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::5555:6666:7777:8888:")`"IPV6 1111::5555:6666:7777:8888: should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444:5555:6666:7777:8888:")`"IPV6 1111:2222::4444:5555:6666:7777:8888: should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::4444:5555:6666:7777:8888:")`"IPV6 1111::4444:5555:6666:7777:8888: should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::4444:5555:6666:7777:8888:")`"IPV6 ::4444:5555:6666:7777:8888: should be invalid");" is 127.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444:5555:6666:7777:8888:")`"IPV6 1111::3333:4444:5555:6666:7777:8888: should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::3333:4444:5555:6666:7777:8888:")`"IPV6 ::3333:4444:5555:6666:7777:8888: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555:6666:7777:8888:")`"IPV6 ::2222:3333:4444:5555:6666:7777:8888: should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator335,Long Statement,The length of the statement "assertTrue(validator.isValid("2001:0438:FFFE:0000:0000:0000:0000:0A35")`"2001:0438:FFFE:0000:0000:0000:0000:0A35 should be valid");" is 131.,636
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator445,Long Statement,The length of the statement "final String[] valid={"2001:0000:1234:0000:0000:C1C0:ABCD:0876"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876/123"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876/0"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876%0"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876%abcdefgh"};" is 250.,659
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator445,Long Statement,The length of the statement "final String[] invalid={"2001:0000:1234:0000:0000:C1C0:ABCD:0876/129"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876/-0"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876/+0"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876/10O"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876/0%0"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876%abc defgh"`"2001:0000:1234:0000:0000:C1C0:ABCD:0876%abc%defgh"};" is 357.,659
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,setUp,Long Statement,The length of the statement "validCompare=new Number[]{testZero`testNumber`testNumber`testNumber`testNumber`INT_MAX_VAL`INT_MIN_VAL`INT_MAX_VAL`INT_MIN_VAL};" is 128.,43
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,setUp,Magic Number,The method contains a magic number: 1234,43
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,83
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerValidatorMethods,Long Statement,The length of the statement "assertEquals(expected`IntegerValidator.getInstance().validate(germanPatternVal`pattern`Locale.GERMAN)`"validate(A) both");" is 122.,114
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerValidatorMethods,Magic Number,The method contains a magic number: 12345,114
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,84
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,84
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,84
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,84
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,56
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,56
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testConversionErrors,Empty catch clause,The method has an empty catch block.,56
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidISSNConvert,Magic Number,The method contains a magic number: 100,116
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,setUp,Long Statement,The length of the statement "validCompare=new Number[]{testZero`testNumber`testNumber`testNumber`testNumber`LONG_MAX_VAL`LONG_MIN_VAL`LONG_MAX_VAL`LONG_MIN_VAL};" is 132.,45
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,setUp,Magic Number,The method contains a magic number: 1234,45
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 10,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Magic Number,The method contains a magic number: 20,86
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongValidatorMethods,Magic Number,The method contains a magic number: 12345,117
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testFormatType,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testExceptions,Empty catch clause,The method has an empty catch block.,77
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testGetPatterns,Magic Number,The method contains a magic number: 2,90
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,setUp,Magic Number,The method contains a magic number: 1234,34
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortRangeMinMax,Magic Number,The method contains a magic number: 10,75
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortRangeMinMax,Magic Number,The method contains a magic number: 20,75
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortValidatorMethods,Magic Number,The method contains a magic number: 12345,108
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 10000,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 10000,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 100,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 100,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 1970,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 10000,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,createTime,Magic Number,The method contains a magic number: 100,55
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 154523,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 10000,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 500,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 400,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 300,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Magic Number,The method contains a magic number: 100,132
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 18,250
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Magic Number,The method contains a magic number: 16,250
